Id,Name,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,ADDRESSBLO,ADDRESSBUI,ADDRESSPOS,ADDRESSSTR,ADDRESSTYP,HYPERLINK,LANDXADDRE,LANDYADDRE,PHOTOURL,ADDRESSFLO,INC_CRC,FMEL_UPD_D,ADDRESSUNI,snippet,Y,X
327,NUS- Route 77,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,27,,118425,Prince George?€?s Park Residences,R,,0,0,,,3BD3CE59165B9354,2.02004E+13,,,30355.62549,22211.2803
328,NUS- Spice Table,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Town Plaza University Town,138602,Create Way,R,,0,0,,1,FBAAABA9D217E8CD,2.02004E+13,12,,31814.79539,21341.86529
329,NUS- Spinelli Uhall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,21,National University of Singapore  University Hall,119077,Lower Kent Ridge Road,R,,0,0,,,30FC2BCBD141BB74,2.02004E+13,,,31519.75749,21429.233
330,Pizza Hut - Lot 1,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,21,Lot One,689812,Choa Chu Kang Avenue 4,R,,0,0,,2,E2F4498593BB873E,2.02004E+13,20,,40779.5207,18165.7486
331,Pizza Hut - Marina Square,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,,Marina Square,39594,No. 6 Raffles Boulevard,R,,0,0,,3,ADBAF9D2390680CB,2.02004E+13,211,,30428.09239,30636.3556
332,Pizza Hut - NEX,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,23,NEX,556083,Serangoon Central,R,,0,0,,3,0D7832C1CDD7EFA2,2.02004E+13,"11,12,2013",,36950.14149,32271.9281
333,Pizza Hut - North Point Shopping Centre,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,930,North Point Shopping Centre,769098,Yishun Avenue 2,R,,0,0,,B1,C1B4B5905CF4E350,2.02004E+13,"40,41",,45714.3109,28273.5296
334,Pizza Hut - NUS (EXP),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,2,University Town Edusports National University of Singapore (NUS,138607,College Avenue West,R,,0,0,,1,C4C06E97FB4CF55A,2.02004E+13,4,,31901.19809,21219.9023
335,Pizza Hut - NUS 2 (EXP),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,5,NUS The Deck,117570,Arts Link,R,,0,0,,,03106491AA23B996,2.02004E+13,,,30763.82419,21063.524
336,"PastaMania - EHUB,Downtown East",Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,"EHUB,Downtown East",519599,Pasir Ris Close,R,,0,0,,2,EE602DE81E544DC7,2.02004E+13,125,,39903.0787,41385.7332
337,PastaMania - FairPrice Hub,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,FairPrice Hub,629117,Joo Koon Circle,R,,0,0,,1,0CA4F1B4AEBD7B72,2.02004E+13,"42,47,48",,34094.33099,10725.3074
338,PastaMania - Harbourfront Centre,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Harbourfront Centre,99253,Maritime Square,R,,0,0,,2,80335D78CC140453,2.02004E+13,"5,6,2007",,27178.08099,26364.7783
339,PastaMania - Hillion,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,17,Hillion Mall,678278,Petir Road,R,,0,0,,B2,B978567B33C250FA,2.02004E+13,"48,49,50",,40036.5402,20145.6156
340,PastaMania - JEM,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,52,JEM,608549,Jurong Gateway Road,R,,0,0,,4,F0F20CDE70C795E4,2.02004E+13,26,,35044.20589,17967.4489
341,PastaMania - Jurong East Sports & Recreation Centre,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,21,Jurong East Sports & Recreation Centre,609517,Jurong East Street 31,R,,0,0,,1,A36A567824E6CA58,2.02004E+13,1,,36483.44749,16372.1522
342,PastaMania - Leisure Park Kallang (Closed for Renovation),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,5,Kallang Leisure Park,397693,Stadium Walk,R,,0,0,,1,7C04BD649E09CA97,2.02004E+13,27,,31618.62599,32767.0464
343,PastaMania - Lot One,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,21,Lot One,689812,Choa Chu Kang Avenue 4,R,,0,0,,3,E2F449858DE4441C,2.02004E+13,2A,,40779.5207,18165.7486
344,PastaMania - Mapletree Business City,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,20,Mapletree Business City,117439,Pasir Panjang Road,R,,0,0,,2,44EE4EE9AF23E879,2.02004E+13,13,,28589.49189,24187.8275
345,PastaMania - NEX,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,23,NEX,556083,Serangoon Central,R,,0,0,,4,0D7832C1CA493C19,2.02004E+13,21,,36950.14149,32271.9281
346,PastaMania - Northpoint,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,930,North Point Shopping Centre,769098,Yishun Avenue 2,R,,0,0,,3,C1B4B590A3844AED,2.02004E+13,"1,2,2020",,45714.3109,28273.5296
347,PastaMania - Seng Kang Sports & Recreation Centre,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,57,Sengkang Sports & Recreation Centre,544964,Anchorvale Road,R,,0,0,,2,FAB3FF41C26DAFA1,2.02004E+13,2,,41933.0561,33838.7318
348,PastaMania - SMU,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,70,Singapore Management University (SMU),178901,Stamford Road,R,,0,0,,B1,1C851DD488797BB7,2.02004E+13,47,,31003.24419,29868.2717
349,PastaMania - Tampines Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,4,Tampines Mall,529510,Tampines Central 5,R,,0,0,,4,30EA1FA4B6087E61,2.02004E+13,"21,22",,37197.43079,40360.7753
350,PastaMaina - Viva Business Park,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,750,Viva Business Park,469000,Chai Chee Road,R,,0,0,,1,B5822A1BE1C9644C,2.02004E+13,12,,33988.37589,37880.8165
351,PastaMania - West Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,West Mall,658713,Bukit Batok Central Link,R,,0,0,,1,ABBDF399422A0818,2.02004E+13,40,,36922.73599,18618.7301
352,PastaMania - Commonwealth Capital Building,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,7,Commonwealth Capital Building,618291,Buroh Lane,R,,0,0,,6,F5A74A3061CF6B53,2.02004E+13,2,,33141.51559,15761.0322
353,Penang Culture - Changi Airport Terminal 2,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,60,Changi Airport Terminal 2,819643,Airport Boulevard Terminal departure viewing mall,R,,0,0,,3,51DD7FDD30120BBC,2.02004E+13,87-01,,37476.19949,45297.8699
354,Penang Culture - JEM,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,50,JEM,508346,Jurong Gateway Road,R,,0,0,,4,731AD7A7ECDF4066,2.02004E+13,27,,43365.7807,42166.4661
355,Penang Culture - Compass One,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Compass One,545078,Sengkang Square,R,,0,0,,3,3291922B195235D4,2.02004E+13,13,,41556.3036,34862.1106
356,Penang Culture - Causeway Point,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Causeway Point,738099,Woodlands Square,R,,0,0,,5,997DF23DDB2950EB,2.02004E+13,12,,46412.0239,22699.52399
357,Penang Culture - White Sands,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,White Sands Shopping Centre,518457,Pasir Ris Central Street 3,R,,0,0,,3,F256D9860E4EDBB8,2.02004E+13,21,,39384.35829,40953.5852
358,Penang Culture - NEX,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,23,NEX,556083,Serangoon Central,R,,0,0,,B1,0D7832C1A0CB64B5,2.02004E+13,"76,77",,36950.14149,32271.9281
359,Pizza Hut - Havelock II (DEL),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,2,,59763,Havelock Road,R,,0,0,,B1,939004608CE408F3,2.02004E+13,12,,29905.42529,29289.0631
360,Pizza Hut - Holland Village MRT (EXP),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,200,,278995,Holland Avenue Holland Vilalge MRT Station,R,,0,0,,B1,FC300BC4B57AB279,2.02004E+13,7,,32726.41249,23891.2163
361,Pizza Hut - Hougang Green (DEL),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,21,Hougang Green Shopping Mall,538719,Hougang Street 51,R,,0,0,,1,1A35348BD4EC02F7,2.02004E+13,1B,,40135.521,34066.6636
362,Pizza Hut - Hougang Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,90,Hougang Mall,538766,Hougang Avenue 10,R,,0,0,,2,3500FCBC44B089EB,2.02004E+13,25,,39368.87299,34715.4432
363,Pizza Hut - IMM (EXP),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,2,IMM Building,609601,Jurong East Street 21,R,,0,0,,1,9FB1C7B360DC1733,2.02004E+13,41,,35231.97309,18364.09869
364,Pizza Hut - Jurong Bird Park (EXP),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,2,Jurong Bird Park,628925,Jurong Hill,R,,0,0,,,F4C4F1094B0FE950,2.02004E+13,,,33669.77489,13844.8242
365,Pizza Hut - Jalan Kayu (DEL),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,225,,799449,Jalan Kayu,R,,0,0,,,A25B93CDB82DAA79,2.02004E+13,,,41974.2475,32391.94059
366,Pizza Hut - Jalan Malu Malu (DEL),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,66,,769681,Jalan Malu Malu,R,,0,0,,,7DA818FE052257A4,2.02004E+13,,,47294.9887,27218.1052
367,Pizza Hut - Jurong East Swimming Complex (DEL),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,21,Jurong East Sports & Recreation Centre,609517,Jurong East Street 31,R,,0,0,,2,A36A567881D1D6F5,2.02004E+13,1,,36483.44749,16372.1522
368,Pizza Hut - Jurong Point,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Jurong Point,648886,Jurong West Central 2,R,,0,0,,1,FCA5451CCB7E30EF,2.02004E+13,33,,35777.49279,13882.0895
369,Pizza Hut - Jurong Superbowl (DEL),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,3,Jurong Leisure Complex Jurong Superbowl,618642,Yuan Ching Road,R,,0,0,,1,9E7475916DA20335,2.02004E+13,3,,34189.30439,15969.8838
370,Pizza Hut - Kallang Bahru (DEL),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,66,,330066,Kallang Bahru Stall 7,R,,0,0,,1,082979C98A34737A,2.02004E+13,473,,33644.05849,32047.87419
371,Pizza Hut - Kampong Ubi Community Centre (DEL),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,10,Kampong Ubi Community Centre,409075,Jalan Ubi,R,,0,0,,1,DC9F1FCB9D55400B,2.02004E+13,7,,33346.38159,35504.4751
372,Pizza Hut - Katong 112 (EXP),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,112,Katong,428802,East Coast Road,R,,0,0,,B1,E1DCF4F7197E6F44,2.02004E+13,16,,31950.56589,35982.37429
373,Pizza Hut - Keat Hong (DEL),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,184A,,689463,Choa Chu Kang Avenue 1 Comfort Garden,R,,0,0,,,5DDEA4A0ECF4035F,2.02004E+13,,,39889.8636,18250.0531
374,Pizza Hut - Kidzania (EXP),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,31,KidZania,98008,Beach View,R,,0,0,,1,C3153416AB1B584B,2.02004E+13,"01,02 Lot B-45",,25983.55819,26548.6217
375,Pizza Hut - Kreta Ayer Delco (DEL),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,29,,88996,Kreta Ayer Road,R,,0,0,,,8F8B929496D8CF1F,2.02004E+13,,,29229.02929,28986.6923
376,McDonald's - Toa Payoh Lorong 1,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,109,,310109,Toa Payoh Lorong 1,Q,,0,0,,1,083C7205CAE9811C,2.02004E+13,318,,35932.72289,29433.8375
377,McDonald's - Trade Hub 21,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,28,Trade Hub 21,609971,Boon Lay Way,Q,,0,0,,1,BABBB72965E7F512,2.02004E+13,"173,174",,34494.38189,18913.6797
378,McDonald's - United Square,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,101,United Square,307591,Thomson Road,Q,,0,0,,B1,1C1585B049AAC882,2.02004E+13,"11,12,2020",,33289.68999,29128.996
379,McDonald's - Vivo City,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Vivo City,98585,Harbourfront Walk,Q,,0,0,,B2,5751731716FEE93E,2.02004E+13,"40,41",,27380.70089,26694.6131
380,McDonald's - Water Way Point,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,83,Waterway point,828761,Punggol Central,Q,,0,0,,B2,92251D96DC3C2D26,2.02004E+13,"7,K4",,43153.2448,35641.9784
381,McDonald's - West Coast Park,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,71,,126844,West Coast Highway,Q,,0,0,,,A1CCEAB90DBC2DDE,2.02004E+13,,,31102.02909,20207.7321
382,McDonald's - Woodlands,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,268,Woodlands Point,738931,Woodlands Centre Road,Q,,0,0,,1,5F4EF6B0BA6C491A,2.02004E+13,1,,46973.8827,20853.3076
383,McDonald's - Woodlands Civic Centre,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,900,Woodlands Civic Centre,730900,South Woodlands Drive,Q,,0,0,,1,A4868776E9D6125A,2.02004E+13,1,,46309.1915,22803.115
384,McDonald's - Woodlands Mart,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,768,Woodlands Mart,730768,Woodlands Avenue 6,Q,,0,0,,1,950F57EF6ABBF738,2.02004E+13,1,,47475.1834,24085.2873
385,McDonald's - Yishun Safra,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,60,Safra Yishun Country Club,769027,Yishun Ave 4,Q,,0,0,,1,DB43DF48A6052397,2.02004E+13,11,,45117.2002,28843.9074
386,McDonald's - Yishun,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,369,,758382,Sembawang Road,Q,,0,0,,1,474CF2D46178322D,2.02004E+13,1,,45405.7336,27191.32649
387,McDonald's - Yishun Ring Road,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,293,,760293,Yishun Street 22,Q,,0,0,,1,9F9DEB6B20D40F4C,2.02004E+13,237,,46423.7344,28477.03989
388,McDonald's - V Hotel Lavender,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,70,V Hotel,208767,Jellicoe Road,Q,,0,0,,1,942397A2B10D7DAF,2.02004E+13,20,,32236.44179,31250.4676
389,Munch - Changi Business Park (The Signature),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,51,Lan Kwai Fong Food Mall,486066,Changi Business Park Central 2,R,,0,0,,,B8A11FE6FE78FD25,2.02004E+13,,,35216.53019,42667.9903
390,Munch - Downtown Station,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,15,,18969,Central Boulevard Downtown Line,R,,0,0,,B1,2147C312131D687C,2.02004E+13,4,,29100.18719,30172.6261
391,Munch - Icon Village,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,16,,79717,Enggor Street,R,,0,0,,1,8A636F8E6D2FCC4A,2.02004E+13,10,,28566.29889,29224.3224
392,Munch - One Raffles Place,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,,,48616,One Raffles Place,R,,0,0,,B1,2046D88B901398F0,2.02004E+13,16,,29641.31109,29965.8315
393,Munch - Paya Lebar Square,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,60,,409051,Paya Lebar Road,R,,0,0,,1,7F512A622BFDEE50,2.02004E+13,"85,86",,33438.06029,34591.9458
394,Munch - Robinson Road (Headquarter),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,112,,68902,Robinson Road,R,,0,0,,1,8EA95F61326B537C,2.02004E+13,1,,29082.06509,29724.7877
395,Munch - Tiong Bahru Plaza,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,302,Tiong Bahru Plaza,168732,Tiong Bahru Road,R,,0,0,,1,529D5820B6A0AC62,2.02004E+13,161,,29876.11289,27289.5705
396,NTUC Foodfare - AMK Hub,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,53,AMK Hub,569933,Ang Mo Kio Ave 3,F,,0,0,,3,0AB8ACDD14D8B510,2.02004E+13,12,,39030.10889,29678.294
397,NTUC Foodfare - Clementi Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,3155,Clementi Mall,129588,Commonwealth Avenue West,F,,0,0,,4,E9AD0B2D97CE82B1,2.02004E+13,"20,22",,33015.41229,20313.1303
398,NTUC Foodfare - Clifford Centre,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,24,Clifford Centre,48621,Raffles Place,F,,0,0,,B1,C7C6F90FE9CC7DFF,2.02004E+13,"B1,10",,29587.90949,30093.3523
399,NTUC Foodfare - FairPrice Hub,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,FairPrice Hub,629117,Joo Koon Circle,F,,0,0,,3,0CA4F1B491E0CF41,2.02004E+13,25,,34094.33099,10725.3074
400,Soup Restaurant - NEX,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,23,NEX,556083,Serangoon Central,R,,0,0,,2,0D7832C1C9BB39E9,2.02004E+13,"15,16",,36950.14149,32271.9281
401,Soup Restaurant - Paragon,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,290,Lucky Plaza,238859,Orchard road,R,,0,0,,B1,B22AF3F2B99C5D32,2.02004E+13,7,,31784.60739,28213.8711
402,Soup Restaurant - Suntec City,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,3,Suntec City,38983,Temasek Boulevard,R,,0,0,,B1,16B4C2F55F16B726,2.02004E+13,22,,30806.67729,30710.7121
403,Soup Restaurant - Toa Payoh,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,450,Toa Payoh Entertainment Centre,319394,Toa Payoh Lorong 6,R,,0,0,,1,7D7EEEEFEFB728E1,2.02004E+13,10,,34875.55099,29787.90809
404,Soup Restaurant - United Square,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,101,United Square,307591,Thomson Road,R,,0,0,,B1,1C1585B027BCE85C,2.02004E+13,10,,33289.68999,29128.996
405,Soup Restaurant - Vivo City,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Vivo City,98585,Harbourfront Walk,R,,0,0,,2,5751731750B0ACB5,2.02004E+13,141,,27380.70089,26694.6131
406,Subway - Anchorpoint,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,370,Anchorpoint,159953,Alexandra Road,Q,,0,0,,1,1601C32BB920BE3E,2.02004E+13,11,,30114.00189,24849.491
407,Pizza Hut - Ang Mo Kio,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,715,,560715,Ang Mo Kio Avenue 6,R,,0,0,,1,C492F5CB562409FC,2.02004E+13,4000,,39220.78109,29400.7606
408,Pizza Hut - Ang Mo Kio 2 (DEL),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,529,,560529,Ang Mo Kio Avenue 10,R,,0,0,,1,C4990603C4DB1830,2.02004E+13,2349,,39372.30739,30463.56139
409,Pizza Hut - ARC (EXP),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,460,ARC,119963,Alexandra Road Alexandra Retail Centre,R,,0,0,,1,47F3FC7456AB3905,2.02004E+13,"23,24",,28462.22779,24417.3235
410,Pizza Hut - Beach Road (DEL),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,353,,199572,Beach Road,R,,0,0,,,8FFD7208A4F6D5BA,2.02004E+13,,,31552.37949,31162.331
411,Pizza Hut - Bedok Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,311,Bedok Mall,468360,New Upper Changi Road,R,,0,0,,B1,C710082B16AA177A,2.02004E+13,"1,5,1934",,33990.03979,40700.2739
412,Pizza Hut - Bedok North (DEL),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,539,,460539,Bedok North Street 3,R,,0,0,,1,BD3B2C464458B942,2.02004E+13,581,,34835.63039,38237.3956
413,Pizza Hut - Boon Lay Community Centre (DEL),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,10,Boon Lay Community Centre,649882,Boon Lay Place,R,,0,0,,1,1CEA67E5FF0FC4D2,2.02004E+13,2,,36716.58769,14429.6032
414,Pizza Hut - Bukit Batok (DEL),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,166,,650166,Bukit Batok West Avenue 8E,R,,0,0,,1,F01F195B7452CF50,2.02004E+13,262E,,36588.07219,17927.1571
415,Pizza Hut - Bukit Gombak (EXP),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,802,,659083,Bukit Gombak West Avenue 5 Bukit Gombak,R,,0,0,,1,3EC4C859039C31C5,2.02004E+13,10,,37854.03489,18926.9132
416,Pizza Hut - Bukit Merah (DEL),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,162,,150162,Bukit Merah Central,R,,0,0,,1,17BC0D31DD34D2AC,2.02004E+13,3555,,29585.73109,26235.7482
417,Pizza Hut - Bukit Panjang Plaza,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Bukit Panjang Plaza,677743,Jelebu Road,R,,0,0,,2,E9984692E5A35B5E,2.02004E+13,"33,35",,40276.2203,20281.4687
418,Pizza Hut - Bukit Timah Plaza,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,,Bukit Timah Plaza,588996,Jalan Anak Bukit,R,,0,0,,1,EE66746A71992A90,2.02004E+13,16A,,35647.44859,21906.0068
419,Pizza Hut - Causeway Point,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Causeway Point,738099,Woodlands Square,R,,0,0,,B1,997DF23D7658DE52,2.02004E+13,25,,46412.0239,22699.52399
420,Pizza Hut - Choa Chu Kang MRT Station,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,10,Choa Chu Kang MRT Station,689810,Choa Chu Kang Avenue 4,R,,0,0,,1,7BAB3F8D5598ADD7,2.02004E+13,23,,40846.3506,18075.46789
421,Pizza Hut - Choa Chu Kang Sports Centre (DEL),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Choa Chu Kang Sports Centre,689236,Choa Chu Kang Street 53,R,,0,0,,3,8D69CA47AE9107F3,2.02004E+13,2,,41398.4871,18496.3305
422,Pizza Hut - City Square Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,180,City Square Mall,208539,Kitchener Road,R,,0,0,,1,525075C5EEB281C2,2.02004E+13,"19,21",,32622.99229,30571.1667
423,Pizza Hut - Compass One,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Compass One,545078,Sengkang Square,R,,0,0,,B1,3291922B72E27B57,2.02004E+13,15,,41556.3036,34862.1106
424,Pizza Hut - Crown Centre (DEL),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,557,Crown Centre,269694,Bukit Timah Road,R,,0,0,,1,8299BCE49D96BC86,2.02004E+13,"17,18",,33919.07079,25533.401
425,Pizza Hut - Downtown East (DEL),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,NTUC Downtown East Resort,519599,Pasir Ris Close,R,,0,0,,1,EE602DE86495BD93,2.02004E+13,4A,,39903.0787,41385.7332
426,Pizza Hut - East Point Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,3,Eastpoint mall,528833,Simei Street 6,R,,0,0,,2,3050F06AA0CFDB8B,2.02004E+13,3,,36095.47039,41321.9779
427,Pizza Hut - Eng Kong Terrace (DEL),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,3,,598975,Eng Kong Terrace,R,,0,0,,,C3B8945AE0CD6735,2.02004E+13,,,35399.47739,20820.5447
428,Pizza Hut - Ghim Moh Delco (DEL),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,21,,270021,Ghim Moh,R,,0,0,,1,61C15647E0443849,2.02004E+13,215,,32487.68239,23015.7747
429,Pizza Hut - GreenRidge (DEL),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,524A,Greenridge Shopping Centre,671524,Jelapang Road,R,,0,0,,1,1C4FA0BA442C3BC3,2.02004E+13,4,,40804.5668,20527.282
430,Pizza Hut - Harbourfront Centre,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,,Harbourfront Centre,99253,Maritime Square,R,,0,0,,1,80335D782BC85D41,2.02004E+13,69,,27178.08099,26364.7783
