Id,Name,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,ADDRESSBLO,ADDRESSBUI,ADDRESSPOS,ADDRESSSTR,ADDRESSTYP,HYPERLINK,LANDXADDRE,LANDYADDRE,PHOTOURL,ADDRESSFLO,INC_CRC,FMEL_UPD_D,ADDRESSUNI,snippet,Y,X
105,Kopitiam - Sunplaza,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,30,Sun Plaza,757713,Sembawang Drive,F,,0,0,,,202A3145171E9457,2.02004E+13,47,,47763.0544,26457.9938
106,Kopitiam - Suntec City,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,3,"Suntec City, Tower 3",38983,Temasek Boulevard,F,,0,0,,3,16B4C2F5101B8DA4,2.02004E+13,40,,30806.67729,30710.7121
107,Kopitiam - Tampines 1,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,10,Tampines 1,529536,Tampines Central 1,F,,0,0,,5,30AF058A4350CCED,2.02004E+13,312,,37379.13589,40431.043
108,Kopitiam - Tampines Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,4,Tampines Mall,529510,Tampines Central 5,F,,0,0,,,30EA1FA4D113859A,2.02004E+13,9,,37197.43079,40360.7753
109,Kopitiam - Terminal 3,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,65,Changi Airport Terminal 3,819663,"Airport Boulevard, Changi Airport Terminal 2",F,,0,0,,B2,1A6E905CCFB03028,2.02004E+13,30,,37385.47989,44899.3133
110,Kopitiam - Tiong Bahru Plaza,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,302,Tiong Bahru Plaza,168732,Tiong Bahru Road,F,,0,0,,3,529D5820034CC5FB,2.02004E+13,57,,29876.11289,27289.5705
111,Kopitiam - TTSH,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,11,Tan Tock Seng Hospital (TTSH),308433,Jalan Tan Tock Seng,F,,0,0,,1,E022068D1E73FB57,2.02004E+13,37,,33774.15779,29343.3196
112,Kopitiam - V Hotel,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,70,V Hotel,208767,Jellicoe Road,F,,0,0,,1,942397A292B8A0A4,2.02004E+13,,,32236.44179,31250.4676
113,Kopitiam - Vivo City,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Vivo City,98585,Harbourfront Walk,F,,0,0,,B2,5751731705F032FF,2.02004E+13,,,27380.70089,26694.6131
114,Kopitiam - Yishun Community Hospital,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,2,Yishun Community Hospital,768024,Yishun Central 2,F,,0,0,,,162F924C5BCB3DC6,2.02004E+13,,,45058.4883,28436.6438
115,Kopitiam - North Point,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,,North Point Shopping Centre,768098,No. 930 Yishun Avenue 2,F,,0,0,,B2,09CD9CA209581BA0,2.02004E+13,,,46670.6169,27820.9938
116,Kopitiam - Terminal 2,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,,Changi Airport Terminal 2,819643,60 Airport Boulevard,F,,0,0,,3M,51DD7FDDBE14FA9A,2.02004E+13,,,37476.19949,45297.8699
117,Kopitiam - Compass One,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,,Compass One,545078,1 Sengkang Drive,F,,0,0,,4,3291922B2423A20C,2.02004E+13,"156,154",,41556.3036,34862.1106
118,Kopitiam - Rivervale Plaza,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,118,Rivervale Plaza,540118,Rivervale Drive,F,,0,0,,2,95D6C5980D5B31C0,2.02004E+13,158,,40764.3712,35594.1783
119,McDonald's - Clementi Mall (Kiosk),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,441,Clementi Bus Interchange,120441,Commonwealth Avenue West,Q,,0,0,,1,689BF712CB28D4A9,2.02004E+13,39,,33030.44719,20299.8544
120,McDonald's - Clifford Ctr,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,24,Clifford Centre,48621,Raffles Place,Q,,0,0,,B1,C7C6F90F005E433B,2.02004E+13,111,,29587.90949,30093.3523
121,McDonald's - Compass Point (Sengkang),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Compass One,545078,Sengkang Square,Q,,0,0,,B1,3291922B3E015A72,2.02004E+13,15,,41556.3036,34862.1106
122,McDonald's - Downtown East,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,"EHUB,Downtown East",519599,Pasir Ris Close,Q,,0,0,,1,EE602DE82D0DD80B,2.02004E+13,57,,39903.0787,41385.7332
123,McDonald's - Eastpoint Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,3,Eastpoint mall,528833,Simei Street 6,Q,,0,0,,1,3050F06A196F16CB,2.02004E+13,34,,36095.47039,41321.9779
124,McDonald's - Elias Community Centre,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,93,Elias Community Centre,519498,Pasir Ris Drive 3,Q,,0,0,,1,E33897E8C616CD8E,2.02004E+13,2,,40045.5176,40147.9082
125,McDonald's - Fajar,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,445,Fajar Shopping Centre,670445,Fajar Road,Q,,0,0,,1,E8B6EA4E0063FFB8,2.02004E+13,520,,40614.903,21038.9513
126,McDonald's - Farrer Road,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,10,Serene Centre,258748,Jalan Serene Serene Centre,Q,,0,0,,1,C066E14EB749769B,2.02004E+13,1,,33870.87419,25816.2355
127,McDonald's - Forum Galleria,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,583,Forum Galleria,238884,Orchard Road,Q,,0,0,,B1,F45AA56D2D910A08,2.02004E+13,"25,33,34,35",,32058.01309,27464.7402
128,McDonald's - Garden by the Bay,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,18,Gardens By The Bay,18953,Marina Gardens Drive,Q,,0,0,,2,9D056E767EE12437,2.02004E+13,4,,29304.87099,31097.3828
129,McDonald's - Gek Poh Shopping Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,762,Gek Poh Shopping Mall,640762,Jurong West Street 75,Q,,0,0,,2,190ABA68633AA38B,2.02004E+13,250,,36763.14789,12910.7211
130,McDonald's - Geylang East Central,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,113,,380113,Aljunied Avenue 2,Q,,0,0,,1,93FC85EF0737A71B,2.02004E+13,1,,33642.63069,33880.6521
131,McDonald's - Great World City,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Great World City,237994,Kim Seng Promenade,Q,,0,0,,1,C8D45DC64506B037,2.02004E+13,"24,25,26",,30687.60899,27826.31219
132,McDonald's - Harbour Front Centre,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Harbourfront Centre,99253,Maritime Square,Q,,0,0,,1,80335D789F25B84D,2.02004E+13,"87,88,89",,27178.08099,26364.7783
133,McDonald's - Hillion Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,17,Hillion Mall,678278,Petir Road,Q,,0,0,,B1,B978567B1BA34D7B,2.02004E+13,"25,26,27",,40036.5402,20145.6156
134,McDonald's - Hougang,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,208,Kovan City,530208,Hougang Street 21,Q,,0,0,,1,19A7921CDF0DBB90,2.02004E+13,217,,37863.36989,33933.6239
135,McDonald's - Hougang 1,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Hougang 1 Shopping Mall,538692,Hougang Street 91,Q,,0,0,,1,CC94809A86974AAE,2.02004E+13,"26,39",,39739.8636,33133.8853
136,McDonald's - Hougang 8,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,684,,530684,Hougang Avenue 8,Q,,0,0,,1,295BF8431E850CB9,2.02004E+13,999,,39550.9219,33962.7827
137,McDonald's - Hougang (Shell),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,600,Hougang (Shell),538846,Hougang Avenue 3,Q,,0,0,,1,02715345A24CC044,2.02004E+13,1,,36819.21609,34324.0499
138,McDonald's - Hougang Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,90,Hougang Mall,538766,Hougang Avenue 10,Q,,0,0,,1,3500FCBCFB60AFC4,2.02004E+13,17,,39368.87299,34715.4432
139,McDonald's - IFLY,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,43,Beach Station @ Sentosa,99010,Siloso Beach Walk,Q,,0,0,,1,A83E38A41603930E,2.02004E+13,4,,26065.96849,26245.5358
140,McDonald's - Scape Park,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,2,SCAPE,237978,Orchard Link,Q,,0,0,,2,48966DE8749DF574,2.02004E+13,43,,31468.60889,28265.1251
141,McDonald's - The Seletar Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,33,The Seletar Mall,797653,Sengkang West Avenue,Q,,0,0,,1,3BD72E3BFE975C18,2.02004E+13,"4,5,2006",,41478.7338,32757.4124
142,McDonald's - Rivervale Plaza,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,118,Rivervale Plaza,540118,Rivervale Drive,Q,,0,0,,1,95D6C5985CD07195,2.02004E+13,32,,40764.3712,35594.1783
143,McDonald's - Sengkang Sports Complex,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,57,Sengkang Sports & Recreation Centre,544964,Anchorvale Road,Q,,0,0,,2,FAB3FF413E5750AF,2.02004E+13,3,,41933.0561,33838.7318
144,McDonald's - Serangoon Avenue 3,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,267,,550267,Serangoon Avenue 3,Q,,0,0,,1,45A00B2BF4A2D22A,2.02004E+13,37,,37252.22009,32188.4395
145,McDonald's - Siglap,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,55,Siglap Centre,455871,Siglap Road,Q,,0,0,,1,2485B751DDD3B136,2.02004E+13,"7,8,2009",,32766.96099,37999.3989
146,McDonald's - Singapore Polytechnic 2,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,500,Singapore Polytechnic,139651,Dover Road,Q,,0,0,,1,97CE69BD985A42DD,2.02004E+13,13,,32615.84609,21450.8652
147,McDonald's - Singapore Science Centre,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,15,Singapore Science Centre,609081,Science Centre Road,Q,,0,0,,,5869EF1A23997CD1,2.02004E+13,,,35047.23579,17131.6173
148,McDonald's - SpringLeaf Tower,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,3,SpringLeaf Tower,79909,Anson Road,Q,,0,0,,1,F84E23872B67D0CE,2.02004E+13,3,,28617.91739,29438.7525
149,McDonald's - Sun Plaza,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,30,Sun Plaza,757713,Sembawang Drive,Q,,0,0,,1,202A31459ECC01FA,2.02004E+13,19,,47763.0544,26457.9938
150,McDonald's - Suntec City,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,3,Suntec City mall,38983,Temasek Boulevard,Q,,0,0,,2,16B4C2F507A43F34,2.02004E+13,"732,733",,30806.67729,30710.7121
151,McDonald's - Tampines,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,513,DBS Tampines Central Branch (POSB),520513,Tampines Central 1,Q,,0,0,,1,17CE544BF478FC6C,2.02004E+13,150,,37335.18619,40361.6336
152,McDonald's - Tampines (Kiosk),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,512A,,520512,Tampines Central 1,Q,,0,0,,1,0A361214C8CAC744,2.02004E+13,512A,,37341.67339,40234.1861
153,McDonald's - Tampines East CC,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,10,Tampines East Community Complex,529341,Tampines Street 23,Q,,0,0,,1,C7C8B4E19D2B95E9,2.02004E+13,1,,37273.17509,41499.5324
154,McDonald's - Tampines Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,4,Tampines Mall,529510,Tampines Central 5,Q,,0,0,,1,30EA1FA432C435A6,2.02004E+13,33,,37197.43079,40360.7753
155,McDonald's - Tampines Neighborhood 3,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,5,Tampines Mart,529284,Tampines Street 32,Q,,0,0,,1,0DBF2C9184E951BF,2.02004E+13,1,,37385.21629,42087.79859
156,McDonald's - Tampines (Shell),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,9,Tampiness Shell,529731,Tampines Avenue 2,Q,,0,0,,1,68DCD1A4427C7939,2.02004E+13,2,,36814.46609,40721.62079
157,McDonald's - Tampines West CC,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,5,Tampines West Community Complex,529705,Tampines Avenue 3,Q,,0,0,,1,AB6981236B30E505,2.02004E+13,7,,36763.76209,39386.5064
158,McDonald's - Temasek Polytechnic,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,21,Temasek Polytechnic,529757,Tampines Avenue 1,Q,,0,0,,,C9CDFFBB1AB0605D,2.02004E+13,,,36674.02339,38630.4769
159,McDonald's - The Metropolis,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,9,The Metropolis,138588,North Buona Vista Drive,Q,,0,0,,1,143D51F3E3C0B67A,2.02004E+13,8,,32063.55489,23316.76
160,McDonald's - Tiong Bahru Plaza,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,302,Tiong Bahru Plaza,168732,Tiong Bahru Road,Q,,0,0,,1,529D5820C754A604,2.02004E+13,"145,146,147",,29876.11289,27289.5705
161,McDonald's - Toa Payoh Central,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,600,600@Toa Payoh,319515,Toa Payoh Lorong 4,Q,,0,0,,1,CF2F764BDC325D21,2.02004E+13,2,,35137.07759,29962.80049
162,McDonald's - Toa Payoh HDB Center,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,490,HDB Hub Toa Payoh,310490,Toa Payoh Lorong 6,Q,,0,0,,1,31ADCB29310EB776,2.02004E+13,11,,34974.53519,29639.744
163,McDonald's - IMM Building,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,2,IMM,609601,Jurong East Street 21,Q,,0,0,,1,9FB1C7B34B4F2CCC,2.02004E+13,18,,35231.97309,18364.09869
164,McDonald's - Jcube,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,2,Jcube,609731,Jurong East Central 1,Q,,0,0,,1,3E708F2C88FF53E2,2.02004E+13,9,,35051.73479,17634.2817
165,McDonald's - JEM,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,50,,608549,Jurong Gateway Road,Q,,0,0,,1,F0F20CDEABEC1303,2.02004E+13,63,,35044.20589,17967.4489
166,McDonald's - Fairprice Hub,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,FairPrice Hub,629117,Joo Koon Circle,Q,,0,0,,1,0CA4F1B4A1E19208,2.02004E+13,"27,28,29,30,31",,34094.33099,10725.3074
167,McDonald's - Junction 8,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,9,Junction 8,579837,Bishan Place,Q,,0,0,,1,EF33ED2C46191EF8,2.02004E+13,20,,36928.13689,29687.033
168,McDonald's - Jurong Bowl,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,SuperBowl Jurong,618640,Yuan Ching Road,Q,,0,0,,,AC30C1215AC63AE1,2.02004E+13,,,34239.94299,15887.7256
169,McDonald's - Jurong Central Park,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,291,,649849,Boon Lay Way,Q,,0,0,,,8D8DADCCB97CE020,2.02004E+13,,,35705.01799,14126.33399
170,McDonald's - Jurong East 24,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,256,,600256,Jurong East Street 24,Q,,0,0,,1,49D44133521008C4,2.02004E+13,38,,36264.50689,17420.7443
171,McDonald's - Jurong Green CC,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,6,Jurong Spring Community Centre,649520,Jurong West Avenue 1,Q,,0,0,,,1C082F25F2729748,2.02004E+13,,,36963.40709,15983.3625
172,McDonald's - Jurong Point,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Jurong Point,648886,Jurong West Central 2,Q,,0,0,,1,FCA5451C70F36A53,2.02004E+13,31,,35777.49279,13882.0895
173,McDonald's - Jurong Spring CC,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,8,Jurong Spring Community Centre,649296,Jurong West Street 52,Q,,0,0,,1,1D22FA6D912EC57B,2.02004E+13,5,,36717.31879,15183.6445
174,McDonald's - Kallang,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,200,,397801,Stadium Road,Q,,0,0,,,27AFCB1B58EF5F8D,2.02004E+13,,,31951.68209,33408.6924
175,McDonald's - Keat Hong,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,818,Keat Hong,680818,Choa Chu Kang Avenue 1,Q,,0,0,,1,3FDC361EFBB7A353,2.02004E+13,2,,40000.8139,18597.1139
176,McDonald's - Khatib,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,846,,760846,Yishun Ring Road,Q,,0,0,,1,03A412806E58F9D4,2.02004E+13,3669,,44283.6547,28142.0449
177,McDonald's - KKH,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,100,KK Women's and Children's Hospital (KKH),229899,Bukit Timah Road,Q,,0,0,,1,08C7F034C7FC4A38,2.02004E+13,33,,32528.26179,29483.6705
178,McDonald's - Liang Court,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,177,Liang Court,179030,River Valley Road,Q,,0,0,,1,4D727805217235DE,2.02004E+13,"01,02,03,04,05,06",,30431.94619,29263.1978
179,McDonald's - Loyang Point,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,258,Loyang Point,510258,Pasir Ris Street 21,Q,,0,0,,1,5113090A04C4BCDF,2.02004E+13,"323,325",,38781.88909,42612.0413
180,McDonald's - Lucky Chinatown Point,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,211,Lucky Chinatown,59432,New Bridge Road,Q,,0,0,,1,5D8ABFFA41725CD1,2.02004E+13,"10,11,12,13,14",,29565.36049,29111.919
181,McDonald's - Lucky Plaza,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,304,Lucky Plaza,238863,Orchard Road,Q,,0,0,,B1,4D181593BA59BD27,2.02004E+13,"19,20,21,22,23,24,25,43,44,45,46",,31868.92919,28069.37409
182,McDonald's - Lucky Plaza (Kiosk),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,304,Lucky Plaza,238863,Orchard Road,Q,,0,0,,B1,4D181593A31532AE,2.02004E+13,"19,20,21,22,23,24,25,43,44,45,46",,31868.92919,28069.37409
183,McDonald's - Marina Square,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,6,Marina Square,39594,Raffles Boulevard,Q,,0,0,,2,ADBAF9D2529DAF07,2.02004E+13,"156,157,166",,30428.09239,30636.3556
184,McDonald's - Marine Cove,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1000,Marine Cove,449876,East Coast Parkway,Q,,0,0,,1,7179E471F53EBAF8,2.02004E+13,449876,,31531.53799,36857.9546
185,McDonald's - Nanyang Technological University,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,76,"Nanyang Technological University (NTU), Blk N2.1",637331,Nanyang Drive,Q,,0,0,,1,CCEEDA3E0D3C9F7E,2.02004E+13,8,,36584.89209,10941.0829
186,McDonald's - National University of Singapore,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,2,"NUS, Lee Kong Chian Natural History Museum",119077,Estate Office Drive,Q,,0,0,,,30FC2BCB2C2D875E,2.02004E+13,,,31519.75749,21429.233
